"year","state","month","number","date"
2020,"BA","OCT",3117,2020-10-01
1998,"CE","OCT",1019,1998-10-01
1999,"CE","OCT",314,1999-10-01
2000,"CE","OCT",876,2000-10-01
2001,"CE","OCT",2051,2001-10-01
2002,"CE","OCT",1954,2002-10-01
2003,"CE","OCT",2465,2003-10-01
2004,"CE","OCT",1610,2004-10-01
2005,"CE","OCT",1659,2005-10-01
2006,"CE","OCT",932,2006-10-01
2007,"CE","OCT",1457,2007-10-01
2008,"CE","OCT",1014,2008-10-01
2009,"CE","OCT",526,2009-10-01
2010,"CE","OCT",676,2010-10-01
2011,"CE","OCT",478,2011-10-01
2012,"CE","OCT",1102,2012-10-01
2013,"CE","OCT",472,2013-10-01
2014,"CE","OCT",444,2014-10-01
2015,"CE","OCT",603,2015-10-01
2016,"CE","OCT",1241,2016-10-01
2017,"CE","OCT",793,2017-10-01
2018,"CE","OCT",591,2018-10-01
2019,"CE","OCT",1373,2019-10-01
2020,"CE","OCT",436,2020-10-01
1998,"DF","OCT",3,1998-10-01
1999,"DF","OCT",8,1999-10-01
2000,"DF","OCT",17,2000-10-01
2001,"DF","OCT",0,2001-10-01
2002,"DF","OCT",22,2002-10-01
2003,"DF","OCT",12,2003-10-01
2004,"DF","OCT",22,2004-10-01
2005,"DF","OCT",18,2005-10-01
2006,"DF","OCT",1,2006-10-01
2007,"DF","OCT",22,2007-10-01
2008,"DF","OCT",8,2008-10-01
2009,"DF","OCT",4,2009-10-01
2010,"DF","OCT",10,2010-10-01
2011,"DF","OCT",0,2011-10-01
2012,"DF","OCT",16,2012-10-01
2013,"DF","OCT",3,2013-10-01
2014,"DF","OCT",31,2014-10-01
2015,"DF","OCT",17,2015-10-01
2016,"DF","OCT",8,2016-10-01
2017,"DF","OCT",51,2017-10-01
2018,"DF","OCT",0,2018-10-01
2019,"DF","OCT",27,2019-10-01
2020,"DF","OCT",39,2020-10-01
1998,"ES","OCT",20,1998-10-01
1999,"ES","OCT",23,1999-10-01
2000,"ES","OCT",88,2000-10-01
2001,"ES","OCT",19,2001-10-01
2002,"ES","OCT",151,2002-10-01
2003,"ES","OCT",185,2003-10-01
2004,"ES","OCT",53,2004-10-01
2005,"ES","OCT",84,2005-10-01
2006,"ES","OCT",18,2006-10-01
2007,"ES","OCT",172,2007-10-01
2008,"ES","OCT",116,2008-10-01
2009,"ES","OCT",14,2009-10-01
2010,"ES","OCT",34,2010-10-01
2011,"ES","OCT",35,2011-10-01
2012,"ES","OCT",66,2012-10-01
2013,"ES","OCT",32,2013-10-01
2014,"ES","OCT",82,2014-10-01
2015,"ES","OCT",290,2015-10-01
2016,"ES","OCT",60,2016-10-01
2017,"ES","OCT",46,2017-10-01
2018,"ES","OCT",36,2018-10-01
2019,"ES","OCT",73,2019-10-01
2020,"ES","OCT",75,2020-10-01
1998,"GO","OCT",1036,1998-10-01
1999,"GO","OCT",743,1999-10-01
2000,"GO","OCT",906,2000-10-01
2001,"GO","OCT",477,2001-10-01
2002,"GO","OCT",1665,2002-10-01
2003,"GO","OCT",1318,2003-10-01
2004,"GO","OCT",1548,2004-10-01
2005,"GO","OCT",2018,2005-10-01
2006,"GO","OCT",270,2006-10-01
2007,"GO","OCT",2169,2007-10-01
2008,"GO","OCT",1425,2008-10-01
2009,"GO","OCT",413,2009-10-01
2010,"GO","OCT",1418,2010-10-01
2011,"GO","OCT",539,2011-10-01
2012,"GO","OCT",1450,2012-10-01
2013,"GO","OCT",567,2013-10-01
2014,"GO","OCT",1728,2014-10-01
2015,"GO","OCT",1607,2015-10-01
2016,"GO","OCT",488,2016-10-01
2017,"GO","OCT",1858,2017-10-01
2018,"GO","OCT",345,2018-10-01
2019,"GO","OCT",873,2019-10-01
2020,"GO","OCT",1432,2020-10-01
1998,"MA","OCT",5140,1998-10-01
1999,"MA","OCT",3207,1999-10-01
2000,"MA","OCT",2654,2000-10-01
2001,"MA","OCT",6597,2001-10-01
2002,"MA","OCT",7152,2002-10-01
2003,"MA","OCT",8588,2003-10-01
2004,"MA","OCT",5386,2004-10-01
2005,"MA","OCT",8704,2005-10-01
2006,"MA","OCT",4270,2006-10-01
2007,"MA","OCT",9694,2007-10-01
2008,"MA","OCT",5018,2008-10-01
2009,"MA","OCT",2839,2009-10-01
2010,"MA","OCT",4095,2010-10-01
2011,"MA","OCT",3171,2011-10-01
2012,"MA","OCT",5911,2012-10-01
2013,"MA","OCT",3221,2013-10-01
2014,"MA","OCT",5574,2014-10-01
2015,"MA","OCT",6387,2015-10-01
2016,"MA","OCT",5617,2016-10-01
2017,"MA","OCT",4538,2017-10-01
2018,"MA","OCT",1832,2018-10-01
2019,"MA","OCT",3645,2019-10-01
2020,"MA","OCT",2081,2020-10-01
1998,"MT","OCT",2705,1998-10-01
1999,"MT","OCT",6111,1999-10-01
2000,"MT","OCT",6063,2000-10-01
2001,"MT","OCT",6544,2001-10-01
2002,"MT","OCT",10863,2002-10-01
2003,"MT","OCT",6660,2003-10-01
2004,"MT","OCT",11405,2004-10-01
2005,"MT","OCT",9852,2005-10-01
2006,"MT","OCT",2818,2006-10-01
2007,"MT","OCT",11291,2007-10-01
2008,"MT","OCT",7778,2008-10-01
2009,"MT","OCT",3173,2009-10-01
2010,"MT","OCT",5433,2010-10-01
2011,"MT","OCT",2533,2011-10-01
2012,"MT","OCT",3475,2012-10-01
2013,"MT","OCT",1828,2013-10-01
2014,"MT","OCT",4657,2014-10-01
2015,"MT","OCT",5730,2015-10-01
2016,"MT","OCT",2715,2016-10-01
2017,"MT","OCT",3738,2017-10-01
2018,"MT","OCT",1711,2018-10-01
2019,"MT","OCT",1774,2019-10-01
2020,"MT","OCT",4371,2020-10-01
1998,"MS","OCT",576,1998-10-01
1999,"MS","OCT",2056,1999-10-01
2000,"MS","OCT",657,2000-10-01
2001,"MS","OCT",563,2001-10-01
2002,"MS","OCT",2586,2002-10-01
2003,"MS","OCT",710,2003-10-01
2004,"MS","OCT",1104,2004-10-01
2005,"MS","OCT",806,2005-10-01
2006,"MS","OCT",333,2006-10-01
2007,"MS","OCT",1268,2007-10-01
2008,"MS","OCT",515,2008-10-01
2009,"MS","OCT",895,2009-10-01
2010,"MS","OCT",746,2010-10-01
2011,"MS","OCT",348,2011-10-01
2012,"MS","OCT",689,2012-10-01
2013,"MS","OCT",393,2013-10-01
2014,"MS","OCT",529,2014-10-01
2015,"MS","OCT",451,2015-10-01
2016,"MS","OCT",1070,2016-10-01
2017,"MS","OCT",541,2017-10-01
2018,"MS","OCT",124,2018-10-01
2019,"MS","OCT",2310,2019-10-01
2020,"MS","OCT",1877,2020-10-01
1998,"MG","OCT",1091,1998-10-01
1999,"MG","OCT",1361,1999-10-01
2000,"MG","OCT",1954,2000-10-01
2001,"MG","OCT",529,2001-10-01
2002,"MG","OCT",4660,2002-10-01
2003,"MG","OCT",5540,2003-10-01
2004,"MG","OCT",3062,2004-10-01
2005,"MG","OCT",7145,2005-10-01
2006,"MG","OCT",815,2006-10-01
2007,"MG","OCT",5880,2007-10-01
2008,"MG","OCT",4299,2008-10-01
2009,"MG","OCT",1128,2009-10-01
2010,"MG","OCT",2196,2010-10-01
2011,"MG","OCT",1251,2011-10-01
2012,"MG","OCT",4038,2012-10-01
2013,"MG","OCT",1157,2013-10-01
2014,"MG","OCT",4373,2014-10-01
2015,"MG","OCT",3393,2015-10-01
2016,"MG","OCT",911,2016-10-01
2017,"MG","OCT",2336,2017-10-01
2018,"MG","OCT",840,2018-10-01
2019,"MG","OCT",2049,2019-10-01
2020,"MG","OCT",2337,2020-10-01
1998,"PA","OCT",3666,1998-10-01
1999,"PA","OCT",5026,1999-10-01
2000,"PA","OCT",4308,2000-10-01
2001,"PA","OCT",5102,2001-10-01
2002,"PA","OCT",7848,2002-10-01
2003,"PA","OCT",6673,2003-10-01
2004,"PA","OCT",7464,2004-10-01
2005,"PA","OCT",8689,2005-10-01
2006,"PA","OCT",9346,2006-10-01
2007,"PA","OCT",8346,2007-10-01
2008,"PA","OCT",11568,2008-10-01
2009,"PA","OCT",9444,2009-10-01
2010,"PA","OCT",6435,2010-10-01
2011,"PA","OCT",4588,2011-10-01
2012,"PA","OCT",5946,2012-10-01
2013,"PA","OCT",5510,2013-10-01
2014,"PA","OCT",6241,2014-10-01
2015,"PA","OCT",7379,2015-10-01
2016,"PA","OCT",5954,2016-10-01
2017,"PA","OCT",6146,2017-10-01
2018,"PA","OCT",5028,2018-10-01
2019,"PA","OCT",3870,2019-10-01
2020,"PA","OCT",3998,2020-10-01
1998,"PB","OCT",178,1998-10-01
1999,"PB","OCT",49,1999-10-01
2000,"PB","OCT",127,2000-10-01
2001,"PB","OCT",278,2001-10-01
2002,"PB","OCT",219,2002-10-01
2003,"PB","OCT",427,2003-10-01
2004,"PB","OCT",205,2004-10-01
2005,"PB","OCT",172,2005-10-01
2006,"PB","OCT",136,2006-10-01
2007,"PB","OCT",165,2007-10-01
2008,"PB","OCT",109,2008-10-01
2009,"PB","OCT",116,2009-10-01
2010,"PB","OCT",166,2010-10-01
2011,"PB","OCT",225,2011-10-01
2012,"PB","OCT",148,2012-10-01
2013,"PB","OCT",53,2013-10-01
2014,"PB","OCT",67,2014-10-01
2015,"PB","OCT",113,2015-10-01
2016,"PB","OCT",283,2016-10-01
2017,"PB","OCT",102,2017-10-01
2018,"PB","OCT",209,2018-10-01
2019,"PB","OCT",332,2019-10-01
2020,"PB","OCT",137,2020-10-01
1998,"PR","OCT",61,1998-10-01
1999,"PR","OCT",451,1999-10-01
2000,"PR","OCT",656,2000-10-01
2001,"PR","OCT",211,2001-10-01
2002,"PR","OCT",675,2002-10-01
2003,"PR","OCT",1480,2003-10-01
2004,"PR","OCT",967,2004-10-01
2005,"PR","OCT",175,2005-10-01
2006,"PR","OCT",562,2006-10-01
2007,"PR","OCT",663,2007-10-01
2008,"PR","OCT",103,2008-10-01
2009,"PR","OCT",508,2009-10-01
2010,"PR","OCT",429,2010-10-01
2011,"PR","OCT",308,2011-10-01
2012,"PR","OCT",227,2012-10-01
2013,"PR","OCT",238,2013-10-01
2014,"PR","OCT",373,2014-10-01
2015,"PR","OCT",142,2015-10-01
2016,"PR","OCT",166,2016-10-01
2017,"PR","OCT",108,2017-10-01
2018,"PR","OCT",112,2018-10-01
2019,"PR","OCT",310,2019-10-01
2020,"PR","OCT",254,2020-10-01
1998,"PE","OCT",376,1998-10-01
1999,"PE","OCT",174,1999-10-01
2000,"PE","OCT",408,2000-10-01
2001,"PE","OCT",455,2001-10-01
2002,"PE","OCT",657,2002-10-01
2003,"PE","OCT",989,2003-10-01
2004,"PE","OCT",659,2004-10-01
2005,"PE","OCT",452,2005-10-01
2006,"PE","OCT",365,2006-10-01
2007,"PE","OCT",833,2007-10-01
2008,"PE","OCT",303,2008-10-01
2009,"PE","OCT",267,2009-10-01
2010,"PE","OCT",387,2010-10-01
2011,"PE","OCT",530,2011-10-01
2012,"PE","OCT",265,2012-10-01
2013,"PE","OCT",157,2013-10-01
2014,"PE","OCT",172,2014-10-01
2015,"PE","OCT",172,2015-10-01
2016,"PE","OCT",274,2016-10-01
2017,"PE","OCT",216,2017-10-01
2018,"PE","OCT",215,2018-10-01
2019,"PE","OCT",204,2019-10-01
2020,"PE","OCT",121,2020-10-01
1998,"PI","OCT",2581,1998-10-01
1999,"PI","OCT",1441,1999-10-01
2000,"PI","OCT",2559,2000-10-01
2001,"PI","OCT",3805,2001-10-01
2002,"PI","OCT",2767,2002-10-01
2003,"PI","OCT",2690,2003-10-01
2004,"PI","OCT",2580,2004-10-01
2005,"PI","OCT",3625,2005-10-01
2006,"PI","OCT",1728,2006-10-01
2007,"PI","OCT",3512,2007-10-01
2008,"PI","OCT",2125,2008-10-01
2009,"PI","OCT",1046,2009-10-01
2010,"PI","OCT",4119,2010-10-01
2011,"PI","OCT",1693,2011-10-01
2012,"PI","OCT",2639,2012-10-01
2013,"PI","OCT",1241,2013-10-01
2014,"PI","OCT",1657,2014-10-01
2015,"PI","OCT",4000,2015-10-01
2016,"PI","OCT",2544,2016-10-01
2017,"PI","OCT",2342,2017-10-01
2018,"PI","OCT",1641,2018-10-01
2019,"PI","OCT",2671,2019-10-01
2020,"PI","OCT",2432,2020-10-01
1998,"RJ","OCT",6,1998-10-01
1999,"RJ","OCT",30,1999-10-01
2000,"RJ","OCT",25,2000-10-01
2001,"RJ","OCT",33,2001-10-01
2002,"RJ","OCT",332,2002-10-01
2003,"RJ","OCT",117,2003-10-01
2004,"RJ","OCT",40,2004-10-01
2005,"RJ","OCT",168,2005-10-01
2006,"RJ","OCT",34,2006-10-01
2007,"RJ","OCT",295,2007-10-01
2008,"RJ","OCT",59,2008-10-01
2009,"RJ","OCT",20,2009-10-01
2010,"RJ","OCT",44,2010-10-01
2011,"RJ","OCT",109,2011-10-01
2012,"RJ","OCT",162,2012-10-01
2013,"RJ","OCT",37,2013-10-01
2014,"RJ","OCT",473,2014-10-01
2015,"RJ","OCT",78,2015-10-01
2016,"RJ","OCT",28,2016-10-01
2017,"RJ","OCT",182,2017-10-01
2018,"RJ","OCT",13,2018-10-01
2019,"RJ","OCT",70,2019-10-01
2020,"RJ","OCT",47,2020-10-01
1998,"RN","OCT",55,1998-10-01
1999,"RN","OCT",40,1999-10-01
2000,"RN","OCT",28,2000-10-01
2001,"RN","OCT",34,2001-10-01
2002,"RN","OCT",181,2002-10-01
2003,"RN","OCT",344,2003-10-01
2004,"RN","OCT",120,2004-10-01
2005,"RN","OCT",215,2005-10-01
2006,"RN","OCT",89,2006-10-01
2007,"RN","OCT",133,2007-10-01
2008,"RN","OCT",80,2008-10-01
2009,"RN","OCT",89,2009-10-01
2010,"RN","OCT",105,2010-10-01
2011,"RN","OCT",94,2011-10-01
2012,"RN","OCT",75,2012-10-01
2013,"RN","OCT",63,2013-10-01
2014,"RN","OCT",69,2014-10-01
2015,"RN","OCT",115,2015-10-01
2016,"RN","OCT",109,2016-10-01
2017,"RN","OCT",84,2017-10-01
2018,"RN","OCT",87,2018-10-01
2019,"RN","OCT",235,2019-10-01
2020,"RN","OCT",92,2020-10-01
1998,"RS","OCT",169,1998-10-01
1999,"RS","OCT",56,1999-10-01
2000,"RS","OCT",10,2000-10-01
2001,"RS","OCT",13,2001-10-01
2002,"RS","OCT",31,2002-10-01
2003,"RS","OCT",595,2003-10-01
2004,"RS","OCT",992,2004-10-01
2005,"RS","OCT",119,2005-10-01
2006,"RS","OCT",213,2006-10-01
2007,"RS","OCT",151,2007-10-01
2008,"RS","OCT",214,2008-10-01
2009,"RS","OCT",187,2009-10-01
2010,"RS","OCT",178,2010-10-01
2011,"RS","OCT",109,2011-10-01
2012,"RS","OCT",134,2012-10-01
2013,"RS","OCT",113,2013-10-01
2014,"RS","OCT",98,2014-10-01
2015,"RS","OCT",63,2015-10-01
2016,"RS","OCT",84,2016-10-01
2017,"RS","OCT",85,2017-10-01
2018,"RS","OCT",69,2018-10-01
2019,"RS","OCT",104,2019-10-01
2020,"RS","OCT",106,2020-10-01
1998,"RO","OCT",486,1998-10-01
1999,"RO","OCT",1884,1999-10-01
2000,"RO","OCT",641,2000-10-01
2001,"RO","OCT",797,2001-10-01
2002,"RO","OCT",5410,2002-10-01
2003,"RO","OCT",7593,2003-10-01
2004,"RO","OCT",5089,2004-10-01
2005,"RO","OCT",4718,2005-10-01
2006,"RO","OCT",1895,2006-10-01
2007,"RO","OCT",5343,2007-10-01
2008,"RO","OCT",2548,2008-10-01
2009,"RO","OCT",1910,2009-10-01
2010,"RO","OCT",1724,2010-10-01
2011,"RO","OCT",1281,2011-10-01
2012,"RO","OCT",1866,2012-10-01
2013,"RO","OCT",510,2013-10-01
2014,"RO","OCT",978,2014-10-01
2015,"RO","OCT",2470,2015-10-01
2016,"RO","OCT",2041,2016-10-01
2017,"RO","OCT",1726,2017-10-01
2018,"RO","OCT",986,2018-10-01
2019,"RO","OCT",556,2019-10-01
2020,"RO","OCT",2073,2020-10-01
1998,"RR","OCT",1,1998-10-01
1999,"RR","OCT",10,1999-10-01
2000,"RR","OCT",25,2000-10-01
2001,"RR","OCT",13,2001-10-01
2002,"RR","OCT",238,2002-10-01
2003,"RR","OCT",24,2003-10-01
2004,"RR","OCT",71,2004-10-01
2005,"RR","OCT",121,2005-10-01
2006,"RR","OCT",161,2006-10-01
2007,"RR","OCT",69,2007-10-01
2008,"RR","OCT",112,2008-10-01
2009,"RR","OCT",261,2009-10-01
2010,"RR","OCT",87,2010-10-01
2011,"RR","OCT",81,2011-10-01
2012,"RR","OCT",201,2012-10-01
2013,"RR","OCT",116,2013-10-01
2014,"RR","OCT",65,2014-10-01
2015,"RR","OCT",194,2015-10-01
2016,"RR","OCT",107,2016-10-01
2017,"RR","OCT",150,2017-10-01
2018,"RR","OCT",141,2018-10-01
2019,"RR","OCT",53,2019-10-01
2020,"RR","OCT",32,2020-10-01
1998,"SC","OCT",4,1998-10-01
1999,"SC","OCT",16,1999-10-01
2000,"SC","OCT",55,2000-10-01
2001,"SC","OCT",26,2001-10-01
2002,"SC","OCT",74,2002-10-01
2003,"SC","OCT",883,2003-10-01
2004,"SC","OCT",1056,2004-10-01
2005,"SC","OCT",225,2005-10-01
2006,"SC","OCT",379,2006-10-01
2007,"SC","OCT",245,2007-10-01
2008,"SC","OCT",78,2008-10-01
2009,"SC","OCT",286,2009-10-01
2010,"SC","OCT",191,2010-10-01
2011,"SC","OCT",151,2011-10-01
2012,"SC","OCT",63,2012-10-01
2013,"SC","OCT",116,2013-10-01
2014,"SC","OCT",123,2014-10-01
2015,"SC","OCT",21,2015-10-01
2016,"SC","OCT",56,2016-10-01
2017,"SC","OCT",40,2017-10-01
2018,"SC","OCT",74,2018-10-01
2019,"SC","OCT",68,2019-10-01
2020,"SC","OCT",110,2020-10-01
1998,"SP","OCT",433,1998-10-01
1999,"SP","OCT",763,1999-10-01
2000,"SP","OCT",647,2000-10-01
2001,"SP","OCT",441,2001-10-01
2002,"SP","OCT",700,2002-10-01
2003,"SP","OCT",475,2003-10-01
2004,"SP","OCT",248,2004-10-01
2005,"SP","OCT",264,2005-10-01
2006,"SP","OCT",233,2006-10-01
2007,"SP","OCT",601,2007-10-01
2008,"SP","OCT",120,2008-10-01
2009,"SP","OCT",105,2009-10-01
2010,"SP","OCT",327,2010-10-01
2011,"SP","OCT",250,2011-10-01
2012,"SP","OCT",259,2012-10-01
2013,"SP","OCT",133,2013-10-01
2014,"SP","OCT",852,2014-10-01
2015,"SP","OCT",199,2015-10-01
2016,"SP","OCT",172,2016-10-01
2017,"SP","OCT",134,2017-10-01
2018,"SP","OCT",27,2018-10-01
2019,"SP","OCT",308,2019-10-01
2020,"SP","OCT",944,2020-10-01
1998,"SE","OCT",0,1998-10-01
1999,"SE","OCT",0,1999-10-01
2000,"SE","OCT",3,2000-10-01
2001,"SE","OCT",5,2001-10-01
2002,"SE","OCT",20,2002-10-01
2003,"SE","OCT",4,2003-10-01
2004,"SE","OCT",2,2004-10-01
2005,"SE","OCT",13,2005-10-01
2006,"SE","OCT",5,2006-10-01
2007,"SE","OCT",9,2007-10-01
2008,"SE","OCT",1,2008-10-01
2009,"SE","OCT",2,2009-10-01
2010,"SE","OCT",0,2010-10-01
2011,"SE","OCT",6,2011-10-01
2012,"SE","OCT",0,2012-10-01
2013,"SE","OCT",3,2013-10-01
2014,"SE","OCT",3,2014-10-01
2015,"SE","OCT",4,2015-10-01
2016,"SE","OCT",7,2016-10-01
2017,"SE","OCT",0,2017-10-01
2018,"SE","OCT",16,2018-10-01
2019,"SE","OCT",1,2019-10-01
2020,"SE","OCT",2,2020-10-01
1998,"TO","OCT",1736,1998-10-01
1999,"TO","OCT",1378,1999-10-01
2000,"TO","OCT",1057,2000-10-01
2001,"TO","OCT",682,2001-10-01
2002,"TO","OCT",2137,2002-10-01
2003,"TO","OCT",1772,2003-10-01
2004,"TO","OCT",2154,2004-10-01
2005,"TO","OCT",3779,2005-10-01
2006,"TO","OCT",1660,2006-10-01
2007,"TO","OCT",4366,2007-10-01
2008,"TO","OCT",3547,2008-10-01
2009,"TO","OCT",902,2009-10-01
2010,"TO","OCT",2635,2010-10-01
2011,"TO","OCT",1741,2011-10-01
2012,"TO","OCT",3874,2012-10-01
2013,"TO","OCT",2194,2013-10-01
2014,"TO","OCT",3673,2014-10-01
2015,"TO","OCT",4518,2015-10-01
2016,"TO","OCT",2255,2016-10-01
2017,"TO","OCT",2255,2017-10-01
2018,"TO","OCT",1371,2018-10-01
2019,"TO","OCT",1462,2019-10-01
2020,"TO","OCT",1621,2020-10-01
1998,"AC","NOV",0,1998-11-01
1999,"AC","NOV",4,1999-11-01
2000,"AC","NOV",0,2000-11-01
2001,"AC","NOV",1,2001-11-01
2002,"AC","NOV",139,2002-11-01
2003,"AC","NOV",30,2003-11-01
2004,"AC","NOV",25,2004-11-01
2005,"AC","NOV",27,2005-11-01
2006,"AC","NOV",66,2006-11-01
2007,"AC","NOV",38,2007-11-01
2008,"AC","NOV",63,2008-11-01
2009,"AC","NOV",50,2009-11-01
2010,"AC","NOV",58,2010-11-01
2011,"AC","NOV",152,2011-11-01
2012,"AC","NOV",39,2012-11-01
2013,"AC","NOV",108,2013-11-01
2014,"AC","NOV",70,2014-11-01
2015,"AC","NOV",115,2015-11-01
2016,"AC","NOV",46,2016-11-01
2017,"AC","NOV",102,2017-11-01
2018,"AC","NOV",26,2018-11-01
2019,"AC","NOV",44,2019-11-01
2020,"AC","NOV",0,2020-11-01
1998,"AL","NOV",19,1998-11-01
1999,"AL","NOV",15,1999-11-01
2000,"AL","NOV",2,2000-11-01
2001,"AL","NOV",22,2001-11-01
2002,"AL","NOV",58,2002-11-01
2003,"AL","NOV",20,2003-11-01
2004,"AL","NOV",38,2004-11-01
2005,"AL","NOV",32,2005-11-01
2006,"AL","NOV",25,2006-11-01
2007,"AL","NOV",44,2007-11-01
2008,"AL","NOV",73,2008-11-01
2009,"AL","NOV",56,2009-11-01
2010,"AL","NOV",46,2010-11-01
2011,"AL","NOV",26,2011-11-01
2012,"AL","NOV",85,2012-11-01
2013,"AL","NOV",8,2013-11-01
2014,"AL","NOV",9,2014-11-01
2015,"AL","NOV",118,2015-11-01
2016,"AL","NOV",79,2016-11-01
2017,"AL","NOV",11,2017-11-01
2018,"AL","NOV",41,2018-11-01
2019,"AL","NOV",60,2019-11-01
2020,"AL","NOV",0,2020-11-01
1998,"AP","NOV",131,1998-11-01
1999,"AP","NOV",26,1999-11-01
2000,"AP","NOV",157,2000-11-01
2001,"AP","NOV",406,2001-11-01
2002,"AP","NOV",1473,2002-11-01
2003,"AP","NOV",1117,2003-11-01
2004,"AP","NOV",1406,2004-11-01
2005,"AP","NOV",1054,2005-11-01
2006,"AP","NOV",637,2006-11-01
2007,"AP","NOV",753,2007-11-01
2008,"AP","NOV",1182,2008-11-01
2009,"AP","NOV",1115,2009-11-01
2010,"AP","NOV",490,2010-11-01
2011,"AP","NOV",407,2011-11-01
2012,"AP","NOV",1157,2012-11-01
2013,"AP","NOV",613,2013-11-01
2014,"AP","NOV",653,2014-11-01
2015,"AP","NOV",1424,2015-11-01
2016,"AP","NOV",1104,2016-11-01
2017,"AP","NOV",972,2017-11-01
2018,"AP","NOV",450,2018-11-01
2019,"AP","NOV",503,2019-11-01
2020,"AP","NOV",0,2020-11-01
1998,"AM","NOV",6,1998-11-01
1999,"AM","NOV",28,1999-11-01
2000,"AM","NOV",27,2000-11-01
2001,"AM","NOV",244,2001-11-01
2002,"AM","NOV",1221,2002-11-01
2003,"AM","NOV",780,2003-11-01
2004,"AM","NOV",988,2004-11-01
2005,"AM","NOV",833,2005-11-01
2006,"AM","NOV",588,2006-11-01
2007,"AM","NOV",833,2007-11-01
2008,"AM","NOV",533,2008-11-01
2009,"AM","NOV",983,2009-11-01
2010,"AM","NOV",400,2010-11-01
2011,"AM","NOV",502,2011-11-01
2012,"AM","NOV",749,2012-11-01
2013,"AM","NOV",258,2013-11-01
2014,"AM","NOV",692,2014-11-01
2015,"AM","NOV",909,2015-11-01
2016,"AM","NOV",497,2016-11-01
2017,"AM","NOV",486,2017-11-01
2018,"AM","NOV",472,2018-11-01
2019,"AM","NOV",573,2019-11-01
2020,"AM","NOV",0,2020-11-01
1998,"BA","NOV",49,1998-11-01
1999,"BA","NOV",49,1999-11-01
2000,"BA","NOV",114,2000-11-01
2001,"BA","NOV",699,2001-11-01
2002,"BA","NOV",1169,2002-11-01
2003,"BA","NOV",655,2003-11-01
2004,"BA","NOV",2016,2004-11-01
2005,"BA","NOV",1801,2005-11-01
2006,"BA","NOV",810,2006-11-01
2007,"BA","NOV",3308,2007-11-01
2008,"BA","NOV",4599,2008-11-01
2009,"BA","NOV",525,2009-11-01
2010,"BA","NOV",694,2010-11-01
2011,"BA","NOV",197,2011-11-01
2012,"BA","NOV",214,2012-11-01
2013,"BA","NOV",248,2013-11-01
2014,"BA","NOV",308,2014-11-01
2015,"BA","NOV",1569,2015-11-01
2016,"BA","NOV",402,2016-11-01
2017,"BA","NOV",222,2017-11-01
2018,"BA","NOV",169,2018-11-01
2019,"BA","NOV",924,2019-11-01
2020,"BA","NOV",0,2020-11-01
1998,"CE","NOV",575,1998-11-01
1999,"CE","NOV",526,1999-11-01
2000,"CE","NOV",671,2000-11-01
2001,"CE","NOV",2461,2001-11-01
2002,"CE","NOV",3259,2002-11-01
2003,"CE","NOV",4760,2003-11-01
2004,"CE","NOV",3615,2004-11-01
2005,"CE","NOV",3434,2005-11-01
2006,"CE","NOV",2077,2006-11-01
2007,"CE","NOV",2639,2007-11-01
2008,"CE","NOV",2668,2008-11-01
2009,"CE","NOV",1978,2009-11-01
2010,"CE","NOV",2327,2010-11-01
2011,"CE","NOV",2062,2011-11-01
2012,"CE","NOV",1165,2012-11-01
2013,"CE","NOV",986,2013-11-01
2014,"CE","NOV",761,2014-11-01
2015,"CE","NOV",1009,2015-11-01
2016,"CE","NOV",1373,2016-11-01
2017,"CE","NOV",953,2017-11-01
2018,"CE","NOV",860,2018-11-01
2019,"CE","NOV",1324,2019-11-01
2020,"CE","NOV",0,2020-11-01
1998,"DF","NOV",0,1998-11-01
1999,"DF","NOV",1,1999-11-01
2000,"DF","NOV",0,2000-11-01
2001,"DF","NOV",0,2001-11-01
2002,"DF","NOV",1,2002-11-01
2003,"DF","NOV",0,2003-11-01
2004,"DF","NOV",0,2004-11-01
2005,"DF","NOV",5,2005-11-01
2006,"DF","NOV",0,2006-11-01
2007,"DF","NOV",0,2007-11-01
2008,"DF","NOV",6,2008-11-01
2009,"DF","NOV",0,2009-11-01
2010,"DF","NOV",1,2010-11-01
2011,"DF","NOV",0,2011-11-01
2012,"DF","NOV",0,2012-11-01
2013,"DF","NOV",0,2013-11-01
2014,"DF","NOV",0,2014-11-01
2015,"DF","NOV",2,2015-11-01
2016,"DF","NOV",1,2016-11-01
2017,"DF","NOV",0,2017-11-01
2018,"DF","NOV",0,2018-11-01
2019,"DF","NOV",0,2019-11-01
2020,"DF","NOV",0,2020-11-01
1998,"ES","NOV",4,1998-11-01
1999,"ES","NOV",9,1999-11-01
2000,"ES","NOV",3,2000-11-01
2001,"ES","NOV",3,2001-11-01
2002,"ES","NOV",26,2002-11-01
2003,"ES","NOV",55,2003-11-01
2004,"ES","NOV",56,2004-11-01
2005,"ES","NOV",3,2005-11-01
2006,"ES","NOV",4,2006-11-01
2007,"ES","NOV",185,2007-11-01
2008,"ES","NOV",9,2008-11-01
2009,"ES","NOV",23,2009-11-01
2010,"ES","NOV",3,2010-11-01
2011,"ES","NOV",8,2011-11-01
2012,"ES","NOV",7,2012-11-01
2013,"ES","NOV",11,2013-11-01
2014,"ES","NOV",17,2014-11-01
2015,"ES","NOV",131,2015-11-01
2016,"ES","NOV",7,2016-11-01
